employee_code,work_year,experience_cate,employment_cate,category,job_title,salary_in_usd,remote_ratio,company_cate,company_loc,employee_loc,work_for_home
17775436,2024,senior-level,full_time,AI,Machine Learning Engineer,142000,0,medium,United States,United States,Yes
75f5feb1,2024,entry-level,full_time,Business Intelligence,Business Intelligence,142000,0,medium,United States,United States,Yes
41be9781,2023,mid-level,full_time,Data Analyst,Data Analyst,142000,0,medium,United States,United States,Yes
72bc8ccf,2023,senior-level,full_time,Data Scientist,Data Scientist,142000,0,medium,United States,United States,Yes
4f16141e,2023,senior-level,full_time,AI,Machine Learning Engineer,142000,0,medium,United States,United States,Yes
f28f7a42,2023,mid-level,full_time,Data Engineer,Data Engineer,142000,0,medium,Canada,Canada,Yes
ccca56b2,2023,mid-level,full_time,Data Analyst,Research Analyst,142000,0,medium,United States,United States,Yes
4adb7a79,2023,senior-level,full_time,AI,Machine Learning Engineer,142000,0,medium,United States,United States,Yes
ec74cae5,2023,senior-level,full_time,Data Analyst,Data Analyst,142000,0,medium,United States,United States,Yes
6881daa8,2023,mid-level,full_time,Data Analyst,Data Analyst,142000,0,medium,United States,United States,Yes
90931ccd,2023,senior-level,full_time,Data Analyst,Data Analyst,142000,0,medium,United States,United States,Yes
5e023896,2023,senior-level,full_time,AI,Machine Learning Engineer,142000,0,medium,United States,United States,Yes
6103ef18,2023,senior-level,full_time,AI,Machine Learning Engineer,142000,0,medium,United States,United States,Yes
c8dce0ab,2023,senior-level,full_time,Data Analyst,Data Analyst,142000,0,medium,United States,United States,Yes
5b07ed0a,2023,senior-level,full_time,AI,Machine Learning Engineer,142000,100,medium,United States,United States,Yes
2c1427a7,2023,senior-level,full_time,AI,Machine Learning Engineer,142000,0,medium,United States,United States,Yes
120a39f2,2023,senior-level,full_time,Data Analyst,Data Analyst,142000,0,medium,United States,United States,Yes
8f95a2cb,2023,senior-level,full_time,AI,Machine Learning Engineer,142000,0,medium,United States,United States,Yes
690d8787,2023,senior-level,full_time,AI,MLOps Engineer,142000,0,medium,United States,United States,Yes
46a8c24b,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,142000,0,medium,United States,United States,Yes
cca96d44,2023,senior-level,full_time,Data Scientist,Data Scientist,142000,0,small,United States,United States,Yes
4b77c1ec,2023,senior-level,full_time,Data Analyst,Data Analyst,142000,0,medium,United States,United States,Yes
4c5dcefb,2023,senior-level,full_time,Data Analyst,Data Analyst,142000,100,medium,United States,United States,Yes
b24dd056,2023,senior-level,full_time,Data Analyst,Data Analyst,142000,100,medium,United States,United States,Yes
61d2668e,2023,senior-level,full_time,AI,Applied Scientist,142000,100,medium,United States,United States,Yes
c6b560db,2022,senior-level,full_time,AI,Applied Scientist,142000,100,medium,United States,United States,Yes
4b91cb0e,2024,senior-level,full_time,Data Scientist,Data Scientist,141800,0,medium,United States,United States,Yes
46ae2cd8,2023,senior-level,full_time,Data Engineer,Data Quality Engineer,141600,0,medium,United States,United States,Yes
e44acd3f,2023,mid-level,full_time,Data Scientist,Data Scientist,141600,100,medium,United States,United States,Yes
708253b3,2023,senior-level,full_time,Data Engineer,Data Engineer,141600,100,medium,United States,United States,Yes
97a53b29,2023,senior-level,full_time,Data Engineer,Data Engineer,141600,0,medium,United States,United States,Yes
dc7db320,2022,senior-level,full_time,AI,Applied Scientist,141525,100,medium,United States,United States,Yes
9215571b,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
0d7dced6,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
55dcefed,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
a0d6b163,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
13343998,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
86d17946,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
e4d00b5b,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
ffa48322,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
ac5ad363,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
a794a277,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
8292c93d,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
06791b15,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
cc772039,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
f669c190,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
a83f7a79,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
7911202,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
56cbd856,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
16a8e6bf,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
1bbc2750,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,0,medium,United States,United States,Yes
bcdc1f2e,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
2fe1ea7b,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
03ef34a9,2022,senior-level,full_time,Data Scientist,Data Scientist,141525,100,medium,United States,United States,Yes
f5368d04,2024,senior-level,full_time,Data Analyst,Data Analyst,141375,100,medium,United States,United States,Yes
1c71f825,2024,senior-level,full_time,AI,Machine Learning Engineer,141300,100,medium,United States,United States,Yes
df5eec83,2024,senior-level,full_time,AI,Research Scientist,141300,100,medium,United States,United States,Yes
efc808b6,2024,mid-level,full_time,AI,Research Scientist,141300,100,medium,United States,United States,Yes
8ff478b3,2024,senior-level,full_time,AI,Research Scientist,141300,100,medium,United States,United States,Yes
550c9421,2024,senior-level,full_time,AI,Machine Learning Engineer,141300,100,medium,United States,United States,Yes
36458aec,2024,senior-level,full_time,Data Scientist,Data Scientist,141300,100,medium,United States,United States,Yes
7c1b70f5,2023,senior-level,full_time,AI,Research Scientist,141300,100,medium,United States,United States,Yes
6b77977b,2022,senior-level,full_time,Data Engineer,Data Engineer,141300,0,medium,United States,United States,Yes
d35486dc,2022,senior-level,full_time,Data Engineer,Data Engineer,141300,0,medium,United States,United States,Yes
12bbddd0,2022,senior-level,full_time,Data Engineer,Data Architect,141300,0,medium,United States,United States,Yes
18d2ba77,2022,mid-level,full_time,Data Scientist,Data Scientist,141300,0,medium,United States,United States,Yes
b78c8d72,2023,senior-level,full_time,AI,Research Engineer,141298,0,medium,United States,United States,Yes
6617349c,2023,senior-level,full_time,AI,Research Engineer,141298,0,medium,United States,United States,Yes
df762b48,2023,senior-level,full_time,Data Analyst,Data Analyst,141290,0,medium,United States,United States,Yes
a88dd126,2023,senior-level,full_time,AI,Research Scientist,141288,0,medium,United States,United States,Yes
29a27262,2023,entry-level,full_time,AI,Applied Scientist,141100,0,medium,United States,United States,Yes
d0f7b68a,2023,senior-level,full_time,AI,Research Engineer,141100,0,medium,United States,United States,Yes
a54bf6e1,2024,senior-level,full_time,Data Engineer,Data Engineer,141000,100,medium,United States,United States,Yes
bc028049,2024,senior-level,full_time,AI,Machine Learning Engineer,141000,100,medium,United States,United States,Yes
f2bf697b,2024,senior-level,full_time,AI,Machine Learning Engineer,141000,100,medium,United States,United States,Yes
5f5b89c3,2023,senior-level,full_time,AI,Machine Learning Engineer,141000,100,medium,United States,United States,Yes
40ae8d5e,2023,senior-level,full_time,Data Scientist,Data Scientist,141000,100,medium,United States,United States,Yes
61a70426,2023,senior-level,full_time,Data Engineer,Data Engineer,141000,0,medium,United States,United States,Yes
4f5fbcc0,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,141000,0,medium,United States,United States,Yes
d5f8dc7d,2023,senior-level,full_time,Data Engineer,Data Engineer,141000,0,medium,United States,United States,Yes
c38aef08,2023,senior-level,full_time,Data Scientist,Data Scientist,141000,0,medium,United States,United States,Yes
4c22a954,2023,senior-level,full_time,Data Scientist,Data Scientist,141000,0,medium,Canada,Canada,Yes
f66b2e9a,2024,mid-level,full_time,Data Engineer,Data Engineer,140900,100,medium,United States,United States,Yes
0bd46f2c,2023,senior-level,full_time,Data Scientist,Data Scientist,140900,100,medium,United States,United States,Yes
f1b18caf,2023,senior-level,full_time,Data Scientist,Data Scientist,140800,0,medium,United States,United States,Yes
fbca63d2,2024,senior-level,full_time,Data Analyst,Data Analyst,140726,0,medium,United States,United States,Yes
3f89d192,2023,senior-level,full_time,Data Analyst,Data Analyst,140700,100,medium,United States,United States,Yes
e8128436,2022,senior-level,full_time,Data Scientist,Data Scientist,140700,0,medium,United States,United States,Yes
205fad39,2023,senior-level,full_time,Data Engineer,Data Engineer,140544,100,medium,United States,United States,Yes
d20232ee,2024,mid-level,full_time,Data Scientist,Data Scientist,140400,100,medium,United States,United States,Yes
1d133ab8,2024,mid-level,full_time,Data Scientist,Data Scientist,140400,100,medium,United States,United States,Yes
1a20bb00,2023,senior-level,full_time,Data Scientist,Data Scientist,140400,100,medium,United States,United States,Yes
64770008,2023,mid-level,full_time,AI,MLOps Engineer,27568,100,large,Brazil,Brazil,Yes
5fe0f0b0,2022,senior-level,full_time,Data Scientist,Data Scientist,140400,0,large,United States,United States,Yes
49161ddb,2022,senior-level,full_time,Data Scientist,Data Scientist,140400,0,large,United States,United States,Yes
31f6308e,2022,senior-level,full_time,Data Scientist,Data Scientist,140400,0,medium,United States,United States,Yes
42c27bb2,2024,senior-level,full_time,Data Scientist,Data Scientist,140300,0,medium,United States,United States,Yes
089964c2,2024,senior-level,full_time,Data Scientist,Data Scientist,140250,100,medium,United States,United States,Yes
b83217e1,2024,mid-level,full_time,Data Engineer,Data Engineer,140250,100,medium,United States,United States,Yes
ed26ac46,2024,senior-level,full_time,Data Scientist,Data Scientist,140250,100,medium,United States,United States,Yes
dcc3e7dc,2024,mid-level,full_time,Data Engineer,Data Engineer,140250,100,medium,United States,United States,Yes
fb21e2d1,2024,mid-level,full_time,AI,Machine Learning Engineer,140250,100,medium,United States,United States,Yes
aba5fc1a,2024,senior-level,full_time,Data Scientist,Data Scientist,140250,100,medium,United States,United States,Yes
04c9329b,2023,senior-level,full_time,Data Scientist,Data Scientist,140250,100,medium,United States,United States,Yes
e0774549,2022,entry-level,full_time,AI,Machine Learning Engineer,140250,0,medium,United States,United States,Yes
f1526f1b,2022,senior-level,full_time,Data Engineer,Analytics Engineer,140250,100,medium,United States,United States,Yes
1e3c7bb5,2022,senior-level,full_time,Data Engineer,Data Engineer,140250,100,medium,United States,United States,Yes
ab2087e6,2024,senior-level,full_time,Data Analyst,Data Analyst,140130,0,medium,United States,United States,Yes
c6bcfd47,2023,senior-level,full_time,Data Analyst,Data Analyst,140130,0,medium,United States,United States,Yes
6c6d3c78,2023,senior-level,full_time,Data Analyst,Data Analyst,140130,0,medium,United States,United States,Yes
4787c7e7,2023,senior-level,full_time,Data Analyst,Data Analyst,140130,0,medium,United States,United States,Yes
685b9cea,2023,senior-level,full_time,Data Analyst,Data Analyst,140130,0,medium,United States,United States,Yes
c41b0d05,2024,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
ef29c51a,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
899cdb80,2023,executive-level,full_time,Data Managers,Data Science Manager,140100,0,large,United States,United States,Yes
259926ae,2023,senior-level,full_time,Data Managers,Data Science Manager,140100,0,large,United States,United States,Yes
d561326c,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
22e10fe0,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
8ea99598,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
c100bc57,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
6bd0486b,2023,senior-level,full_time,Data Scientist,Data Scientist,140100,0,medium,United States,United States,Yes
ddde2de1,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
c66ce1b8,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
6564e3dc,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
8ded3f86,2023,senior-level,full_time,Data Scientist,Data Scientist,140100,0,medium,United States,United States,Yes
c2173bde,2023,senior-level,full_time,Data Engineer,Data Engineer,140100,0,medium,United States,United States,Yes
177b0c05,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
8d17d470,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
4130461f,2023,senior-level,full_time,Data Engineer,Data Engineer,140100,0,medium,United States,United States,Yes
1fc822b4,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
dd38e54a,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
2766540f,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
eb206837,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
c8e08716,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
898ffd80,2023,senior-level,full_time,AI,Machine Learning Engineer,140100,0,medium,United States,United States,Yes
1c5b28fe,2022,senior-level,full_time,Data Managers,Data Science Manager,140100,100,large,United States,United States,Yes
2892fb56,2024,senior-level,full_time,Data Scientist,Data Scientist,140032,100,medium,United States,United States,Yes
9fa88aa7,2024,mid-level,full_time,Data Scientist,Data Scientist,140025,100,medium,United States,United States,Yes
f5093f2f,2024,mid-level,full_time,AI,ML Engineer,140000,0,medium,United States,United States,Yes
8573f196,2024,mid-level,full_time,Data Engineer,Data Engineer,140000,0,medium,Canada,Canada,Yes
4c8d10f3,2024,entry-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
d383ae46,2024,entry-level,full_time,AI,Machine Learning Operations Engineer,140000,0,medium,United States,United States,Yes
a5f9c99f,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
8f113eca,2024,senior-level,full_time,AI,Machine Learning Engineer,140000,0,medium,United States,United States,Yes
ef2e2ada,2024,senior-level,full_time,Data Engineer,Data Engineer,140000,100,medium,United States,United States,Yes
0b8c3982,2024,mid-level,full_time,Data Engineer,ETL Developer,140000,0,medium,United States,United States,Yes
9810f0b2,2024,senior-level,full_time,Data Analyst,Data Operations Analyst,140000,0,medium,United States,United States,Yes
c70d20f0,2024,senior-level,full_time,Data Engineer,Data Engineer,140000,100,medium,United States,United States,Yes
975e9683,2024,entry-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
323b1e24,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,Canada,Canada,Yes
d133ebbb,2024,mid-level,full_time,Data Scientist,Data Science,140000,0,medium,United States,United States,Yes
8f8846fe,2024,mid-level,full_time,Data Scientist,Data Scientist,140000,100,medium,United States,United States,Yes
9edaf089,2024,mid-level,full_time,AI,ML Engineer,140000,0,medium,United States,United States,Yes
44ab84bf,2024,senior-level,full_time,AI,Machine Learning Engineer,140000,0,medium,United States,United States,Yes
a760d0e8,2024,senior-level,full_time,Data Engineer,Data Engineer,140000,100,medium,United States,United States,Yes
8dd0bd22,2024,mid-level,full_time,AI,Machine Learning Scientist,140000,0,medium,United States,United States,Yes
10fe6c48,2024,senior-level,full_time,AI,Machine Learning Engineer,140000,0,medium,United States,United States,Yes
ef03f7ca,2024,mid-level,full_time,AI,Machine Learning Engineer,140000,0,medium,United States,United States,Yes
1dff66a1,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
888c59bb,2024,entry-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
7fcdc971,2024,entry-level,full_time,AI,Research Engineer,140000,0,medium,United States,United States,Yes
88695376,2024,mid-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
64afedeb,2024,senior-level,full_time,Data Engineer,Analytics Engineer,140000,100,medium,United States,United States,Yes
9d364e42,2024,mid-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
17c2f784,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
a12e1097,2024,senior-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
07fac1d7,2024,mid-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
b6bb79ae,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
be2311a2,2024,senior-level,full_time,AI,Machine Learning Scientist,140000,0,medium,United States,United States,Yes
5255386f,2024,senior-level,full_time,Data Engineer,Data Architect,140000,100,medium,United States,United States,Yes
bafc489e,2024,mid-level,full_time,AI,Machine Learning Engineer,140000,0,medium,United States,United States,Yes
a5a2d4f8,2024,senior-level,full_time,AI,AI Engineer,140000,100,medium,United States,United States,Yes
5ab78e80,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
4d8f08e6,2024,senior-level,full_time,Data Engineer,Analytics Engineer,140000,100,medium,United States,United States,Yes
caa5ae45,2024,senior-level,full_time,Data Scientist,Data Scientist,140000,100,medium,United States,United States,Yes
7.2679E+77,2024,senior-level,full_time,AI,Machine Learning Scientist,140000,0,medium,United States,United States,Yes
b8923e1c,2024,mid-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
f15c9218,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
90ea496c,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
300271f7,2024,mid-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
248e64d7,2024,mid-level,full_time,Business Intelligence,Business Intelligence,140000,100,medium,United States,United States,Yes
cde56612,2024,senior-level,full_time,Data Scientist,Data Scientist,140000,0,medium,Canada,Canada,Yes
f26d800b,2024,mid-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
d74a1d90,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
abec2d94,2024,senior-level,full_time,Data Engineer,Data Engineer,140000,100,medium,United States,United States,Yes
33f75ca2,2024,senior-level,full_time,Data Scientist,Data Science,140000,0,medium,United States,United States,Yes
f4156a0a,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
44735c8d,2024,mid-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
66b7b230,2024,mid-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
bf3a4a7b,2024,senior-level,full_time,AI,Prompt Engineer,140000,0,medium,United States,United States,Yes
fa361139,2024,senior-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
5e61d104,2024,senior-level,full_time,Data Engineer,Data Engineer,140000,100,medium,United States,United States,Yes
63c020bc,2024,mid-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
5f8e0777,2024,mid-level,full_time,Data Managers,Data Science Manager,140000,0,medium,United States,United States,Yes
22d31534,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
55195aff,2024,mid-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
a3c061b0,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
8967426f,2024,senior-level,full_time,Data Engineer,Data Architect,140000,0,medium,United States,United States,Yes
f7874818,2024,senior-level,full_time,AI,Machine Learning Engineer,140000,100,medium,United States,United States,Yes
00ae70bb,2024,senior-level,full_time,Data Managers,Data Lead,140000,0,medium,United States,United States,Yes
04ddb565,2024,senior-level,full_time,Data Engineer,Analytics Engineer,140000,0,medium,Canada,Canada,Yes
aeed3bd9,2024,senior-level,full_time,Data Engineer,Data Engineer,175000,0,medium,United Kingdom,United Kingdom,Yes
bb942f12,2024,mid-level,full_time,AI,Research Engineer,140000,0,medium,United States,United States,Yes
0ee25f82,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,Canada,Canada,Yes
e653dac2,2024,senior-level,full_time,Data Engineer,Data Engineer,140000,100,medium,United States,United States,Yes
8e9a8429,2024,senior-level,full_time,Data Analyst,Data Analyst,140000,100,medium,United States,United States,Yes
a22d0e29,2024,senior-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
d281f169,2024,entry-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
fccd55ff,2024,mid-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
8d26956f,2024,senior-level,full_time,Data Engineer,Analytics Engineer,140000,100,medium,United States,United States,Yes
759acd82,2024,senior-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
4d88f148,2023,senior-level,full_time,AI,Machine Learning Engineer,140000,0,medium,United States,United States,Yes
00c30553,2023,senior-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
dfb1c04d,2023,mid-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
aa0f4aa0,2023,mid-level,full_time,AI,Data Modeler,140000,0,medium,United States,United States,Yes
41b65d40,2023,senior-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
fe148864,2023,senior-level,full_time,AI,Prompt Engineer,140000,0,medium,United States,United States,Yes
a60b8e57,2023,senior-level,full_time,AI,ML Engineer,140000,0,medium,United States,United States,Yes
605b7449,2023,senior-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
1e5c2160,2023,senior-level,full_time,Data Scientist,Data Scientist,140000,100,medium,United States,United States,Yes
e5ca0720,2023,senior-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
bcc172a6,2023,senior-level,full_time,AI,Machine Learning Operations Engineer,140000,0,medium,United States,United States,Yes
818e4cb7,2023,mid-level,full_time,Data Engineer,Analytics Engineer,140000,0,medium,United States,United States,Yes
772d7da6,2023,senior-level,full_time,Data Scientist,Data Science Engineer,140000,100,medium,United States,United States,Yes
d494e45c,2023,senior-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
42ee6431,2023,senior-level,full_time,Data Analyst,Data Analyst,140000,100,medium,United States,United States,Yes
e717d082,2023,senior-level,full_time,Data Analyst,Data Analyst,140000,100,medium,United States,United States,Yes
24f00225,2023,mid-level,full_time,Business Intelligence,BI Analyst,140000,0,medium,United States,United States,Yes
a4e1d9f5,2023,senior-level,full_time,Data Scientist,Data Scientist,172256,100,medium,United Kingdom,United Kingdom,Yes
43003d4e,2023,senior-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
c7c41b31,2023,mid-level,full_time,Data Engineer,Data Architect,140000,100,medium,United States,United States,Yes
684d3b21,2023,senior-level,full_time,Data Analyst,Data Analyst,140000,100,medium,United States,United States,Yes
7d5b750c,2023,mid-level,full_time,Business Intelligence,Business Intelligence Developer,140000,100,medium,United States,United States,Yes
5e34adc7,2023,senior-level,full_time,Data Scientist,Data Scientist,172256,0,medium,United Kingdom,United Kingdom,Yes
4d23f376,2023,senior-level,full_time,AI,Machine Learning Engineer,140000,0,medium,United States,United States,Yes
a79a51e9,2023,mid-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
748d4cac,2023,senior-level,full_time,AI,Machine Learning Engineer,140000,100,medium,United States,United States,Yes
7ac73f58,2023,senior-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
36738460,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,140000,100,medium,United States,United States,Yes
0f6d5c25,2023,senior-level,full_time,Data Managers,Data Quality Analyst,140000,0,medium,United States,United States,Yes
79d97323,2023,senior-level,full_time,Data Scientist,Data Scientist,140000,100,medium,United States,United States,Yes
79adb89a,2023,senior-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
8c21b530,2023,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
cbf7f165,2023,senior-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
c048a78a,2023,senior-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
b992bd0e,2023,senior-level,full_time,Data Scientist,Data Scientist,140000,100,medium,United States,United States,Yes
3768ec1c,2023,senior-level,full_time,AI,Machine Learning Engineer,140000,0,medium,United States,United States,Yes
101afeed,2023,senior-level,full_time,AI,Machine Learning Engineer,140000,0,medium,United States,United States,Yes
802db74b,2023,senior-level,full_time,Data Analyst,Data Analyst,140000,100,medium,United States,United States,Yes
b06abad6,2023,senior-level,full_time,Data Engineer,Data Engineer,140000,100,medium,United States,United States,Yes
55e0d32f,2023,senior-level,full_time,AI,Data Modeler,140000,0,medium,United States,United States,Yes
0fd70f97,2023,senior-level,full_time,AI,Machine Learning Scientist,140000,0,medium,United States,United States,Yes
cf502ff6,2023,mid-level,full_time,Data Engineer,Data Engineer,140000,100,medium,United States,United States,Yes
ade98739,2023,executive-level,full_time,Data Managers,Data Manager,140000,0,medium,United States,United States,Yes
4d92e6a8,2023,senior-level,full_time,AI,Decision Scientist,172256,100,medium,United Kingdom,United Kingdom,Yes
4e260b55,2023,senior-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
801a495a,2023,senior-level,full_time,AI,Research Scientist,140000,0,medium,United States,United States,Yes
bd6cede3,2023,mid-level,full_time,Business Intelligence,BI Analyst,140000,0,medium,United States,United States,Yes
0b9c28e4,2023,senior-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
4c7cf03a,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,140000,100,medium,United States,United States,Yes
c032040b,2023,senior-level,full_time,Data Analyst,Data Analyst,140000,100,medium,United States,United States,Yes
8a8fde05,2023,senior-level,full_time,Data Engineer,Data Architect,140000,100,medium,United States,United States,Yes
bfb2ed33,2023,senior-level,full_time,Data Engineer,Data Architect,140000,100,medium,United States,United States,Yes
bcf20258,2023,mid-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
fd226a74,2023,mid-level,full_time,AI,AI Engineer,140000,100,small,United States,United States,Yes
17d957d0,2023,entry-level,full_time,Data Scientist,Data Scientist,140000,0,medium,United States,United States,Yes
147475d4,2023,senior-level,full_time,AI,Machine Learning Engineer,140000,0,medium,United States,United States,Yes
a201b9a1,2023,mid-level,full_time,Data Engineer,Data Engineer,140000,0,medium,United States,United States,Yes
13a2a121,2023,mid-level,full_time,Data Scientist,Data Scientist,140000,100,medium,United States,United States,Yes
f7814106,2023,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
a556bc1f,2023,mid-level,full_time,Data Engineer,Data Architect,140000,100,medium,United States,United States,Yes
bd34670b,2023,senior-level,full_time,Business Intelligence,Business Intelligence Engineer,140000,0,medium,United States,United States,Yes
2052459e,2023,senior-level,full_time,Data Analyst,Data Analyst,140000,0,medium,United States,United States,Yes
6bb98a53,2023,senior-level,full_time,AI,Data Modeler,140000,0,medium,United States,United States,Yes
b7d00c17,2023,senior-level,full_time,Data Analyst,Data Analyst,140000,100,medium,United States,United States,Yes
61b0f797,2023,mid-level,full_time,Data Engineer,Data Engineer,140000,100,medium,United States,United States,Yes
